college_code,branch_code,community,college_enc,branch_enc,community_enc,cutoff_trend,hist_closing,hist_opening,hist_mean,hist_count,last_closing,last_year
1,CS,BC,0,29,0,0.4557,199.38,199.98,199.71,123.0,199.5,2024.0
1,EC,OC,0,34,5,0.9312,199.53,199.83,199.35,19.0,200.0,2024.0
2006,CM,BC,99,25,0,1.1414,197.65,199.97,198.51,187.0,198.0,2024.0
1,CS,MBC,0,29,2,0.8838,199.05,199.91,199.48,49.0,199.5,2024.0
1,CS,OC,0,29,5,0.3557,199.83,199.98,199.72,11.0,200.0,2024.0
1,BY,BC,0,14,0,0.467,192.2,198.68,194.56,114.0,192.0,2024.0
1,EC,BC,0,34,0,0.9084,198.61,199.84,199.14,116.0,199.0,2024.0
1,ME,BC,0,65,0,0.7421,192.83,198.94,195.02,244.0,192.5,2024.0
2006,CM,OC,99,25,5,1.2297,198.8,199.5,198.55,21.0,199.0,2024.0
1315,EC,OC,49,34,5,1.9504,196.9,197.88,196.22,37.0,198.0,2024.0
2006,EC,BC,99,34,0,1.3106,197.3,199.6,198.08,131.0,198.0,2024.0
4,AE,BC,248,1,0,0.739,192.97,199.26,195.01,120.0,193.5,2024.0
1,CM,OC,0,25,5,0.9753,199.2,199.73,198.92,38.0,199.5,2024.0
5008,CS,BC,299,29,0,1.4212,195.57,199.27,196.83,113.0,195.5,2024.0
2006,EE,BC,99,35,0,1.1982,195.17,198.17,195.86,143.0,195.5,2024.0
1315,EE,OC,49,35,5,2.1972,195.67,196.67,194.09,33.0,197.0,2024.0
1,EE,OC,0,35,5,1.117,197.63,198.23,197.16,17.0,198.5,2024.0
1,CS,SC,0,29,6,1.3279,197.27,199.72,198.32,42.0,197.5,2024.0
1,CM,BC,0,25,0,0.8559,198.62,199.42,199.03,241.0,199.0,2024.0
4,CS,OC,248,29,5,1.5253,198.3,198.92,197.9,27.0,199.0,2023.0
2007,CH,BC,100,21,0,0.3626,184.36,192.77,187.41,84.0,185.0,2024.0
1,ME,OC,0,65,5,1.0497,196.0,197.47,196.44,32.0,196.5,2024.0
5008,CS,OC,299,29,5,2.5227,197.21,197.57,195.6,6.0,198.5,2023.0
1315,ME,OC,49,65,5,0.7878,192.2,194.66,192.71,41.0,192.5,2024.0
1315,CS,OC,49,29,5,1.1958,198.2,199.03,198.32,35.0,198.5,2024.0
4,CS,BC,248,29,0,1.012,197.98,199.18,198.47,111.0,198.5,2024.0
1315,CS,BC,49,29,0,1.1549,197.26,199.53,198.2,187.0,197.5,2024.0
1,EE,BCM,0,35,1,0.7033,195.11,196.07,195.49,11.0,196.5,2024.0
1,CM,MBC,0,25,2,1.5042,198.23,199.13,198.66,98.0,199.0,2024.0
4,AE,OC,248,1,5,0.8785,196.27,196.9,196.27,11.0,197.0,2024.0
2007,CS,BC,100,29,0,1.4851,195.65,197.83,196.36,122.0,196.0,2024.0
1,IM,OC,0,55,5,1.2926,198.37,199.01,198.27,37.0,199.0,2024.0
2006,ME,BC,99,65,0,0.1988,191.11,197.07,193.03,133.0,191.0,2024.0
2006,CM,MBC,99,25,2,1.3963,196.13,199.3,197.55,84.0,196.5,2024.0
1,EC,BCM,0,34,1,0.9768,197.17,198.82,197.9,12.0,197.5,2024.0
1,EM,OC,0,39,5,1.2704,198.15,198.92,197.21,31.0,198.5,2024.0
2025,CS,BC,101,29,0,0.611,182.66,196.04,186.86,128.0,182.5,2024.0
2006,CM,BCM,99,25,1,1.5795,195.97,197.9,196.97,16.0,196.5,2024.0
1,IM,BC,0,55,0,1.2931,197.57,199.37,198.04,249.0,198.0,2024.0
1,EC,MBC,0,34,2,1.3101,197.78,199.2,198.62,49.0,198.5,2024.0
1,EE,BC,0,35,0,1.0504,196.33,198.67,197.25,123.0,196.5,2024.0
2006,CE,OC,99,18,5,2.2545,193.58,193.94,194.01,5.0,193.0,2022.0
4974,EE,BC,287,35,0,0.2435,181.6,189.76,182.13,56.0,179.5,2024.0
4,CS,MBC,248,29,2,1.3735,197.02,198.75,198.06,49.0,197.5,2024.0
4,CM,OC,248,25,5,1.3011,197.73,198.25,197.56,36.0,198.0,2024.0
5012,CC,BC,302,16,0,1.0768,192.24,198.29,194.02,68.0,192.0,2024.0
2,IB,BC,97,51,0,-0.7514,189.34,196.47,191.99,61.0,188.0,2024.0
1,CS,SCA,0,29,7,-0.0127,192.72,197.37,195.1,9.0,195.0,2024.0
1,CS,BCM,0,29,1,0.6925,198.54,199.07,198.89,11.0,198.5,2024.0
4,CS,BCM,248,29,1,1.1815,197.15,198.13,197.5,11.0,198.0,2024.0
1,EM,BC,0,39,0,1.5391,197.73,198.68,197.92,149.0,198.5,2024.0
1,EM,MBC,0,39,2,2.0276,196.47,197.63,196.59,57.0,197.5,2024.0
4,CM,BC,248,25,0,1.2443,197.17,198.2,197.73,113.0,197.5,2024.0
2,IB,OC,97,51,5,-0.9511,193.0,195.6,194.52,9.0,190.0,2023.0
2005,EC,BC,98,34,0,1.5253,193.55,197.6,194.71,135.0,194.0,2024.0
1,CM,BCM,0,25,1,1.0525,197.62,198.83,198.2,22.0,198.0,2024.0
2006,IM,OC,99,55,5,2.1642,197.21,197.79,195.77,27.0,197.5,2024.0
1211,CS,BC,25,29,0,1.6717,188.36,196.69,191.46,367.0,188.0,2024.0
1,EC,SC,0,34,6,1.3897,195.05,198.47,196.54,44.0,197.0,2024.0
4,EC,BC,248,34,0,1.2512,196.87,198.37,197.55,124.0,197.5,2024.0
1,IM,BCM,0,55,1,1.6093,196.75,197.8,197.04,18.0,197.5,2024.0
1,IM,MBC,0,55,2,1.8708,196.71,198.43,197.58,98.0,197.5,2024.0
2006,EC,MBC,99,34,2,1.822,195.96,198.76,196.85,51.0,196.0,2024.0
2005,CS,BC,98,29,0,1.366,194.54,197.74,195.65,130.0,194.5,2024.0
1315,IT,OC,49,57,5,1.9708,197.1,198.17,196.88,50.0,198.0,2024.0
2377,CS,BC,117,29,0,1.0701,194.95,197.4,195.74,120.0,194.5,2024.0
4,IM,OC,248,55,5,1.8238,197.13,197.7,196.28,51.0,197.5,2024.0
1304,AD,BC,43,0,0,-1.5075,181.67,190.7,184.67,74.0,179.0,2024.0
4,EC,OC,248,34,5,2.1296,197.3,197.6,196.01,15.0,198.5,2023.0
2,CH,OC,97,21,5,-0.4294,194.07,195.13,194.51,18.0,193.0,2024.0
1399,CS,MBC,58,29,2,0.7849,189.82,196.59,193.02,174.0,188.5,2024.0
1211,CS,OC,25,29,5,1.871,191.87,196.06,192.84,58.0,192.5,2024.0
2006,EM,OC,99,39,5,1.7829,196.81,197.48,196.58,21.0,197.5,2024.0
2005,CS,OC,98,29,5,2.3578,196.2,196.65,194.72,12.0,197.5,2024.0
2711,CH,BC,164,21,0,-0.0038,180.41,184.55,182.73,11.0,179.0,2024.0
2006,BS,OC,99,12,5,0.7047,193.79,195.86,194.49,10.0,194.0,2024.0
2006,IM,SCA,99,55,7,0.1043,183.73,185.9,184.33,8.0,182.5,2024.0
4,CM,MBC,248,25,2,1.8084,196.39,197.2,196.85,45.0,197.0,2024.0
2006,IM,BC,99,55,0,1.4374,196.18,198.06,197.04,202.0,196.5,2024.0
4,EC,MBC,248,34,2,1.7951,196.18,198.11,196.8,48.0,197.0,2024.0
2007,EC,BC,100,34,0,1.4608,194.92,197.14,195.53,140.0,195.5,2024.0
2607,CS,BC,120,29,0,0.5125,184.73,187.97,185.53,11.0,180.5,2024.0
5008,EC,BC,299,34,0,1.3151,194.78,197.44,195.75,111.0,195.0,2024.0
1315,CH,BC,49,21,0,0.3073,187.5,195.0,190.17,75.0,187.5,2024.0
2006,ME,MBC,99,65,2,0.9774,190.23,194.83,191.45,53.0,190.0,2024.0
1,CM,SC,0,25,6,1.8114,194.63,197.58,195.97,79.0,195.5,2024.0
4,IM,BC,248,55,0,1.3196,196.24,197.68,196.94,249.0,196.5,2024.0
1399,CS,BC,58,29,0,1.7915,191.13,197.9,193.64,348.0,191.0,2024.0
2006,EM,BC,99,39,0,1.2958,196.14,197.3,196.93,104.0,196.5,2024.0
1315,EC,BC,49,34,0,1.5313,195.63,198.54,196.68,156.0,196.0,2024.0
5008,CE,BC,299,18,0,0.8605,183.95,191.67,187.56,89.0,183.0,2024.0
1304,CS,OC,43,29,5,-0.5875,186.27,193.0,188.88,43.0,183.5,2024.0
1,MN,MBC,0,69,2,0.7612,184.04,192.7,186.2,52.0,184.5,2024.0
2007,CS,OC,100,29,5,1.5056,196.52,197.29,196.59,21.0,197.0,2024.0
2,CH,BC,97,21,0,0.1356,190.63,197.06,192.69,115.0,190.5,2024.0
1210,CS,MBC,24,29,2,-1.1676,180.48,189.52,181.75,31.0,179.0,2024.0
2006,BS,BC,99,12,0,-0.2851,188.38,195.55,191.46,90.0,187.5,2024.0
1,EM,BCM,0,39,1,1.7957,196.51,196.55,196.19,11.0,197.5,2024.0
1,EE,SC,0,35,6,0.5981,190.53,196.71,193.05,44.0,192.5,2024.0
1315,IT,BC,49,57,0,1.5365,196.04,197.4,196.78,166.0,196.5,2024.0
2613,CS,BC,125,29,0,0.2958,182.2,189.95,185.39,10.0,181.0,2024.0
4,EM,OC,248,39,5,1.6454,196.7,197.32,196.21,33.0,197.5,2024.0
1,GI,BC,0,49,0,-0.078,189.07,195.01,191.34,84.0,188.0,2024.0
4,AE,BCM,248,1,1,0.393,191.33,194.08,192.74,11.0,190.5,2024.0
1,CE,BC,0,18,0,0.6778,191.32,197.71,193.51,126.0,192.0,2024.0
4,EM,BC,248,39,0,1.6686,196.3,197.27,196.25,149.0,197.0,2024.0
1315,CS,SC,49,29,6,1.6491,188.23,194.53,191.11,58.0,191.5,2024.0
1315,CS,BCM,49,29,1,1.6167,196.3,198.1,197.16,16.0,197.0,2024.0
1219,CS,OC,29,29,5,0.9446,192.9,196.59,193.6,41.0,191.0,2024.0
1,IE,OC,0,54,5,0.4787,190.42,194.88,192.19,12.0,191.0,2024.0
4,IM,MBC,248,55,2,1.7857,195.67,197.07,196.17,89.0,196.5,2024.0
1,MN,BC,0,69,0,-0.3582,183.89,194.63,187.59,116.0,184.0,2024.0
2005,CS,MBC,98,29,2,2.1216,193.97,196.13,194.71,49.0,195.0,2024.0
1,EE,MBC,0,35,2,1.4741,195.33,198.21,196.44,47.0,196.0,2024.0
2005,IT,BC,98,57,0,1.5347,193.23,197.09,194.4,140.0,193.5,2024.0
4,MF,BC,248,66,0,2.5192,191.67,195.89,192.34,40.0,192.5,2021.0
4,EI,OC,248,37,5,1.6949,195.71,196.21,195.57,27.0,197.0,2024.0
4,EM,MBC,248,39,2,1.9842,195.48,196.37,195.52,54.0,196.5,2024.0
2615,EC,BC,127,34,0,2.0156,188.97,195.19,190.76,133.0,190.0,2024.0
1210,EC,BC,24,34,0,0.6013,181.26,188.19,183.99,18.0,177.5,2023.0
1399,AD,BC,58,0,0,1.2203,189.33,196.51,191.72,147.0,189.5,2024.0
1399,CS,BCM,58,29,1,1.3138,191.0,195.01,193.1,32.0,191.0,2024.0
2712,CS,BC,165,29,0,0.949,192.6,197.38,194.19,265.0,192.5,2024.0
4,EI,MBC,248,37,2,1.6553,193.16,195.43,194.13,51.0,194.5,2024.0
1,BY,OC,0,14,5,1.1779,195.4,197.47,196.29,18.0,196.0,2024.0
2006,IM,MBC,99,55,2,1.8237,194.52,196.73,195.4,72.0,195.0,2024.0
1419,CS,BC,69,29,0,0.2163,182.23,194.27,185.96,265.0,181.0,2024.0
5008,EC,OC,299,34,5,1.5289,195.58,195.77,194.92,10.0,196.0,2024.0
1450,CS,BC,83,29,0,0.1161,186.02,194.07,189.54,94.0,184.5,2024.0
4,EI,BC,248,37,0,1.2264,194.23,197.23,195.18,123.0,195.0,2024.0
2,IS,MBC,97,56,2,-0.391,182.27,187.53,184.17,16.0,182.0,2024.0
1,IM,SC,0,55,6,2.5395,191.53,196.22,193.49,82.0,193.5,2024.0
2006,BY,BC,99,14,0,-0.4911,187.76,193.96,190.0,87.0,186.5,2024.0
1,GI,OC,0,49,5,0.4476,191.93,193.0,192.8,15.0,191.0,2024.0
2006,EC,BCM,99,34,1,1.3837,195.49,196.52,196.01,9.0,196.5,2024.0
4,IM,BCM,248,55,1,1.8695,195.65,196.45,195.81,17.0,197.0,2024.0
5008,CW,OC,299,31,5,0.6699,192.57,193.58,192.78,16.0,191.5,2024.0
5008,EE,BC,299,35,0,0.9091,191.17,195.13,192.6,116.0,191.0,2024.0
2005,IB,BC,98,51,0,0.2347,180.79,191.31,185.21,152.0,179.0,2024.0
2005,EE,BC,98,35,0,1.2412,190.6,194.31,191.92,133.0,191.0,2024.0
1,MN,OC,0,69,5,0.1514,189.1,190.5,190.39,20.0,189.0,2024.0
1,BY,MBC,0,14,2,0.9767,191.66,197.22,193.76,55.0,193.0,2024.0
2005,ME,BC,98,65,0,0.7078,181.5,192.23,185.27,219.0,182.0,2024.0
5008,CS,BCM,299,29,1,1.5343,194.26,196.73,195.44,11.0,193.5,2024.0
1399,CS,OC,58,29,5,2.2487,194.24,197.13,194.65,38.0,194.5,2024.0
2007,EC,OC,100,34,5,2.1259,196.17,196.36,195.35,10.0,197.0,2024.0
2712,CS,OC,165,29,5,1.6363,194.32,195.72,194.67,16.0,195.0,2024.0
1315,BM,OC,49,10,5,-0.1678,191.93,193.86,192.82,23.0,191.5,2024.0
2006,RA,BC,99,87,0,1.0241,191.7,196.16,193.49,97.0,192.0,2024.0
1,MA,BC,0,61,0,-0.3481,185.9,192.49,188.97,57.0,186.0,2024.0
5012,CC,OC,302,16,5,1.697,193.88,194.83,194.42,6.0,194.0,2023.0
1219,CS,BC,29,29,0,-0.1065,190.39,195.55,192.21,181.0,188.0,2024.0
5910,CS,BC,318,29,0,-1.2868,180.84,193.35,183.7,118.0,179.0,2024.0
4,CS,SC,248,29,6,1.3856,193.68,197.32,195.45,42.0,195.5,2024.0
5008,CM,BC,299,25,0,0.7959,194.03,195.93,194.98,143.0,193.0,2024.0
2711,CS,BC,164,29,0,0.5655,182.43,194.91,186.84,405.0,180.5,2024.0
2006,CE,BC,99,18,0,0.0653,189.01,194.14,191.29,62.0,190.0,2024.0
5008,CW,BC,299,31,0,0.8297,191.28,194.44,192.5,95.0,190.0,2024.0
2006,IM,BCM,99,55,1,1.5655,194.62,196.77,195.69,16.0,195.0,2024.0
2007,CM,BC,100,25,0,1.394,195.45,196.04,195.78,92.0,196.0,2024.0
5008,CM,OC,299,25,5,1.8007,195.25,196.07,195.49,28.0,195.0,2024.0
2377,CS,BCM,117,29,1,0.9808,192.73,194.57,194.01,12.0,194.0,2024.0
4,AE,MBC,248,1,2,1.4149,192.07,197.18,193.98,57.0,194.0,2024.0
2006,EM,MBC,99,39,2,1.7418,194.27,195.6,194.99,40.0,195.0,2024.0
1315,CS,MBC,49,29,2,1.7411,195.73,199.07,197.16,78.0,196.5,2024.0
4,MF,OC,248,66,5,2.7464,192.04,194.67,192.32,20.0,193.065,2021.0
1,ME,SC,0,65,6,0.4007,185.34,194.42,189.37,79.0,187.0,2024.0
2007,CS,MBC,100,29,2,1.8172,194.5,196.73,195.44,49.0,195.5,2024.0
2006,MS,BC,99,72,0,-0.4899,181.09,190.67,184.88,66.0,180.0,2024.0
2,IS,OC,97,56,5,-0.0479,190.6,192.13,191.99,15.0,190.5,2024.0
2712,EC,OC,165,34,5,2.4381,193.9,194.53,192.73,14.0,196.0,2024.0
1,GI,MBC,0,49,2,0.6695,187.98,195.19,190.67,51.0,186.0,2024.0
2723,EC,BC,173,34,0,-0.6644,183.11,189.02,186.66,17.0,179.0,2024.0
1315,EE,BC,49,35,0,1.1296,194.17,195.86,195.11,164.0,194.5,2024.0
1315,IT,MBC,49,57,2,1.86,194.53,196.48,195.48,66.0,195.5,2024.0
2377,CS,MBC,117,29,2,1.6334,192.83,196.52,194.3,46.0,193.5,2024.0
1419,IT,OC,69,57,5,0.5535,183.8,187.68,184.98,35.0,181.0,2024.0
4,CM,BCM,248,25,1,1.3538,196.32,196.78,196.71,9.0,197.0,2024.0
2007,IM,BC,100,55,0,1.4212,194.87,196.01,195.28,94.0,195.0,2024.0
2377,CS,OC,117,29,5,1.7085,195.74,196.38,196.18,12.0,197.0,2024.0
1113,AD,BC,8,0,0,0.3984,182.73,190.68,185.14,81.0,181.5,2024.0
2006,FY,BC,99,48,0,-0.0543,180.79,191.01,185.2,41.0,179.0,2024.0
2006,ME,OC,99,65,5,0.5748,193.68,195.44,194.44,10.0,193.5,2024.0
1315,ME,BC,49,65,0,0.4259,190.17,194.64,191.86,150.0,190.5,2024.0
2006,EE,MBC,99,35,2,1.5886,193.14,195.81,193.92,47.0,194.5,2024.0
5008,IM,BCM,299,55,1,1.7516,191.2,193.17,192.08,15.0,191.0,2024.0
1219,IT,BC,29,57,0,-0.1186,188.76,192.17,189.83,128.0,186.5,2024.0
4,EC,SC,248,34,6,1.2504,191.57,195.73,193.37,38.0,193.5,2024.0
2005,CE,MBC,98,18,2,-0.6142,181.37,190.36,183.37,43.0,179.5,2024.0
1113,CS,BC,8,29,0,0.471,185.27,194.56,188.36,210.0,184.0,2024.0
1211,IT,BC,25,57,0,0.1431,186.2,192.02,188.47,180.0,186.0,2024.0
4,AE,SC,248,1,6,1.1614,188.08,197.09,191.43,45.0,191.5,2024.0
1419,EC,BC,69,34,0,-0.6373,180.56,194.91,183.85,168.0,179.0,2024.0
5008,IM,BC,299,55,0,1.0277,192.28,195.04,193.56,241.0,191.5,2024.0
2005,EC,OC,98,34,5,2.2164,194.85,195.16,194.42,8.0,195.5,2023.0
4,EC,BCM,248,34,1,1.6651,195.72,195.84,195.59,9.0,197.0,2024.0
2750,EC,BC,190,34,0,-1.2134,184.92,185.33,186.64,7.0,184.0,2024.0
2007,IM,OC,100,55,5,1.9932,195.82,195.87,195.49,9.0,196.5,2024.0
1,MA,SC,0,61,6,-1.1452,181.51,184.69,183.7,6.0,180.0,2024.0
2377,EC,BC,117,34,0,1.1263,193.33,195.5,194.52,130.0,194.0,2024.0
1211,AE,BC,25,1,0,-1.4252,180.19,186.83,183.79,18.0,179.5,2024.0
5008,IM,OC,299,55,5,1.7504,193.97,194.37,193.88,16.0,193.5,2024.0
2710,AD,BC,163,0,0,1.0555,184.47,193.27,188.7,70.0,186.0,2024.0
2006,IY,BC,99,59,0,0.7636,189.23,195.43,190.93,96.0,189.5,2024.0
5008,CS,MBC,299,29,2,1.9932,194.07,197.2,195.19,40.0,195.0,2024.0
2377,EC,OC,117,34,5,1.5691,194.73,194.86,193.99,8.0,195.5,2024.0
2006,PR,BC,99,84,0,0.515,183.4,191.17,186.88,63.0,184.0,2024.0
1,ME,BCM,0,65,1,0.6937,192.13,194.67,193.09,25.0,193.5,2024.0
1,MA,OC,0,61,5,0.1852,190.13,192.1,190.64,15.0,190.0,2024.0
1399,MZ,BC,58,76,0,-0.1751,184.0,190.63,186.5,51.0,186.0,2024.0
2,FS,OC,97,46,5,0.4167,190.4,191.93,190.99,16.0,190.0,2024.0
1210,IT,BC,24,57,0,-1.9467,181.07,186.87,184.71,21.0,180.0,2024.0
2712,AD,BC,165,0,0,1.3964,191.14,196.13,192.95,142.0,191.5,2024.0
2006,RA,MBC,99,87,2,2.2547,188.7,193.1,190.34,35.0,190.0,2024.0
2006,ME,BCM,99,65,1,0.9652,189.8,195.8,192.56,14.0,192.0,2024.0
1317,CS,BC,51,29,0,-0.7629,182.3,194.53,186.57,231.0,179.0,2024.0
1419,CS,OC,69,29,5,-0.0812,187.49,192.03,189.57,51.0,186.5,2024.0
2006,ES,BC,99,40,0,0.7405,188.4,194.33,190.25,89.0,188.5,2024.0
1317,EC,OC,51,34,5,-0.2597,183.56,186.4,184.99,19.0,185.5,2024.0
2007,EC,MBC,100,34,2,2.2237,193.36,195.5,194.31,49.0,194.5,2024.0
5008,CM,MBC,299,25,2,2.087,191.36,193.7,192.64,55.0,192.0,2024.0
1,ME,MBC,0,65,2,0.828,191.67,196.57,193.45,104.0,192.5,2024.0
1219,CS,MBC,29,29,2,0.563,187.37,194.46,189.56,89.0,186.0,2024.0
2007,EE,BC,100,35,0,1.2794,191.77,195.16,193.09,156.0,192.5,2024.0
1,BY,BCM,0,14,1,1.0282,193.27,194.89,194.47,11.0,193.0,2024.0
1419,IT,BC,69,57,0,-1.2402,180.81,192.45,184.59,131.0,180.0,2024.0
5008,EM,OC,299,39,5,1.845,193.78,194.72,194.11,13.0,194.0,2023.0
5008,IM,MBC,299,55,2,2.0837,189.24,193.48,190.65,87.0,189.5,2024.0
1,EM,SC,0,39,6,1.9151,191.89,195.11,193.07,47.0,194.0,2024.0
4974,CS,BC,287,29,0,2.4932,186.8,195.51,190.32,118.0,188.0,2024.0
4960,CS,MBC,277,29,2,-0.765,180.88,188.74,183.59,38.0,179.5,2024.0
5901,CS,OC,314,29,5,4.1965,191.35,193.27,191.11,7.0,194.0,2022.0
5008,EE,OC,299,35,5,1.0898,192.7,193.01,192.53,10.0,193.0,2024.0
4678,EC,BC,256,34,0,12.29,189.69,189.69,189.69,2.0,193.79,2021.0
1315,BM,BC,49,10,0,-0.1932,189.97,194.97,191.57,71.0,189.0,2024.0
2718,CS,BC,169,29,0,1.4383,190.24,195.23,192.02,342.0,190.0,2024.0
4,EM,BCM,248,39,1,1.8125,195.3,195.9,195.18,13.0,196.5,2024.0
2007,EE,MBC,100,35,2,2.4215,190.27,193.77,191.82,56.0,192.0,2024.0
4,EI,BCM,248,37,1,1.0867,192.68,194.07,193.57,11.0,194.5,2024.0
1219,AD,BC,29,0,0,-0.6918,187.64,192.93,189.03,104.0,185.5,2024.0
2718,CS,MBC,169,29,2,2.2935,187.37,193.3,189.98,120.0,188.0,2024.0
1211,BM,BC,25,10,0,-0.5815,180.57,190.46,183.93,55.0,179.5,2024.0
4,AU,BC,248,9,0,0.118,186.27,194.89,189.95,126.0,189.0,2024.0
2712,AE,BC,165,1,0,-0.1653,181.07,192.51,185.63,70.0,180.0,2024.0
2704,CS,BC,158,29,0,0.3171,185.03,188.98,187.03,12.0,192.0,2024.0
5008,EM,BC,299,39,0,0.7905,192.32,194.89,193.48,153.0,192.0,2024.0
1211,CS,BCM,25,29,1,-0.2529,188.23,192.22,190.2,29.0,188.5,2024.0
4960,CS,BC,277,29,0,0.5882,180.71,195.72,186.45,231.0,179.0,2024.0
1211,AL,BC,25,3,0,-0.9142,184.12,191.25,186.46,147.0,183.5,2024.0
2,IS,BC,97,56,0,-1.284,187.98,189.65,188.72,29.0,187.0,2024.0
2006,CM,SCA,99,25,7,2.1162,185.14,189.14,187.94,13.0,188.5,2024.0
1315,EC,MBC,49,34,2,1.7204,194.13,196.44,195.09,62.0,195.0,2024.0
1113,CS,OC,8,29,5,1.1827,189.3,194.02,191.92,25.0,188.5,2024.0
4960,CS,OC,277,29,5,2.0895,188.3,189.24,189.02,10.0,188.5,2024.0
2712,CS,BCM,165,29,1,2.2053,190.94,193.1,192.09,18.0,192.0,2024.0
1419,AD,OC,69,0,5,0.4681,184.9,187.3,185.91,20.0,185.0,2024.0
2712,IT,OC,165,57,5,1.2177,192.79,193.92,193.18,17.0,192.5,2024.0
2007,EM,OC,100,39,5,1.8327,194.88,195.1,194.42,9.0,195.5,2024.0
2006,IY,OC,99,59,5,0.8611,192.13,194.03,192.8,9.0,191.0,2024.0
2007,ME,OC,100,65,5,0.0777,189.49,190.77,190.28,13.0,189.5,2024.0
1317,CS,OC,51,29,5,-0.0126,188.27,190.53,189.1,20.0,185.5,2024.0
4,AU,OC,248,9,5,1.1014,191.93,193.6,192.49,19.0,193.0,2024.0
2712,BT,OC,165,13,5,-0.398,186.83,189.12,188.22,15.0,186.5,2024.0
2006,BY,OC,99,14,5,0.2607,191.37,191.7,191.25,13.0,190.0,2024.0
1219,IT,OC,29,57,5,-0.0716,190.51,192.69,191.28,34.0,188.5,2024.0
1304,CS,BC,43,29,0,-0.4362,181.1,192.27,184.55,215.0,179.0,2024.0
2615,CS,BC,127,29,0,1.7078,190.41,194.9,192.1,135.0,191.0,2024.0
5901,CS,BC,314,29,0,2.0679,188.23,194.9,190.34,124.0,189.0,2024.0
1,IE,BC,0,54,0,-0.3582,186.79,193.17,189.54,87.0,186.0,2024.0
2610,IT,BC,123,57,0,-0.348,182.46,182.46,182.46,4.0,180.5,2024.0
2007,CM,MBC,100,25,2,2.2596,193.46,194.43,193.96,31.0,195.0,2024.0
2007,EM,BC,100,39,0,1.3787,193.64,195.26,194.36,96.0,194.0,2024.0
2702,CS,BC,157,29,0,0.9692,184.81,193.86,188.5,381.0,184.0,2024.0
1419,ME,MBC,69,65,2,2.1471,186.41,186.41,186.41,3.0,185.5,2023.0
5008,EC,MBC,299,34,2,2.1712,192.04,195.26,193.3,40.0,193.0,2024.0
2007,IM,MBC,100,55,2,2.7438,192.76,194.49,193.26,31.0,194.5,2024.0
2712,MZ,BC,165,76,0,-0.205,180.67,189.25,183.79,67.0,179.5,2024.0
1315,IT,BCM,49,57,1,2.0437,194.93,196.25,195.66,16.0,196.5,2024.0
2006,EE,BCM,99,35,1,1.4555,193.23,194.98,194.11,10.0,194.0,2024.0
2005,EC,MBC,98,34,2,2.4464,192.23,195.81,193.48,54.0,193.5,2024.0
1219,EC,OC,29,34,5,0.2938,189.99,193.07,191.13,33.0,188.5,2024.0
4,CS,SCA,248,29,7,0.5197,189.2,190.41,189.94,8.0,190.0,2024.0
1,CE,MBC,0,18,2,1.3077,190.38,195.24,192.24,58.0,193.5,2024.0
2712,EC,BC,165,34,0,1.362,190.79,196.28,192.44,313.0,191.5,2024.0
2007,EM,MBC,100,39,2,2.6474,192.01,193.4,192.49,31.0,193.5,2024.0
1432,CS,BC,78,29,0,-0.0494,183.41,194.03,188.67,207.0,184.0,2024.0
2712,IT,BC,165,57,0,1.0884,191.71,194.73,192.77,128.0,191.5,2024.0
2005,CS,SC,98,29,6,1.344,185.95,194.63,189.69,36.0,188.55,2024.0
2377,EC,MBC,117,34,2,2.0953,190.92,194.12,192.13,47.0,192.5,2024.0
2006,BY,MBC,99,14,2,-0.0618,183.72,193.01,187.0,37.0,183.0,2024.0
2007,CS,BCM,100,29,1,1.8353,193.94,194.41,194.12,9.0,195.0,2024.0
2,PM,BC,97,81,0,-0.1827,181.17,192.34,185.4,98.0,179.0,2024.0
1,CE,SC,0,18,6,0.1235,185.3,191.97,188.54,39.0,186.0,2024.0
1,MI,BC,0,68,0,0.6744,185.09,193.8,188.31,54.0,186.5,2024.0
2007,CH,OC,100,21,5,0.6415,188.78,189.35,189.85,8.0,187.0,2023.0
2718,CS,OC,169,29,5,1.2554,192.57,194.77,193.32,25.0,192.5,2024.0
4,MF,MBC,248,66,2,5.7917,190.5,191.67,188.66,14.0,193.0,2021.0
2615,CS,OC,127,29,5,1.4848,192.38,192.79,192.85,5.0,193.0,2024.0
1219,AD,OC,29,0,5,-0.0757,190.47,193.37,190.88,20.0,187.0,2024.0
2,FS,BC,97,46,0,-1.0169,182.4,192.34,187.29,73.0,180.0,2024.0
2007,EE,OC,100,35,5,2.2995,193.35,193.5,192.69,8.0,194.0,2023.0
2006,MF,OC,99,66,5,0.4496,191.33,191.97,191.48,15.0,191.0,2024.0
4,PR,OC,248,84,5,0.5051,189.17,192.0,190.22,22.0,190.0,2024.0
2,PM,OC,97,81,5,-0.0399,185.67,188.1,188.21,20.0,186.5,2024.0
1315,EC,BCM,49,34,1,1.707,194.11,196.13,194.94,14.0,196.5,2024.0
1211,EC,BC,25,34,0,0.2447,185.46,194.43,188.67,238.0,186.0,2024.0
2006,ES,MBC,99,40,2,1.0785,183.93,191.17,185.8,30.0,184.5,2024.0
1315,EE,MBC,49,35,2,2.2156,191.87,194.3,192.89,59.0,192.5,2024.0
2718,EC,OC,169,34,5,2.3532,190.03,192.43,190.74,18.0,191.0,2024.0
